Variant Name,Variant SKU,Issued At,Realized COGS,Potential COGS,Realized Profit,Potential Profit,Realized Tax,Realized Discount,Potential Tax,Potential Discount,Total Sales,Quantity
190 ml,1250,08/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1050,26/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
200 ml,8500,07/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1250,03/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1250,22/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
237 ml,1150,16/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
200 ml,8500,14/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
237 ml,1150,15/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
190 ml,1350,29/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
190 ml,1350,16/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
200 ml,8500,20/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
237 ml,1150,20/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
237 ml,1000,31/10/2017,11.09,0,22.91,0,0,0,0,0,34,1
237 ml,1050,27/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
200 ml,8500,12/10/2017,11.1,0,22.9,0,0,0,0,0,34,1
237 ml,1100,05/10/2017,11.09,0,22.91,0,0,0,0,0,34,1
118 ml,9120,30/10/2017,12.95,0,21.05,0,0,0,0,0,34,1
50 ml,7660,23/10/2017,20.3337,0,10.2663,0,0,0,0,0,30.6,1
30 ml,3250,20/10/2017,20.96,0,9.64,0,0,0,0,0,30.6,1
Exra Strength Acne Trial Kit,4757,01/10/2017,12.2189,0,17.7811,0,0,0,0,0,30,1
67 ml,6110,08/10/2017,11.6123,0,18.3877,0,0,0,0,0,30,1
30 ml,7827,28/10/2017,6.178,0,23.822,0,0,0,0,0,30,2
177 ml,8700,23/10/2017,9.87,0,20.13,0,0,0,0,0,30,1
177 ml,8700,21/10/2017,9.87,0,20.13,0,0,0,0,0,30,1
10 ml,7697,03/10/2017,6.0918,0,23.9082,0,0,0,0,0,30,2
67 ml,6110,27/10/2017,11.6123,0,18.3877,0,0,0,0,0,30,1
177 ml,8700,26/10/2017,9.87,0,20.13,0,0,0,0,0,30,1
177 ml,8700,02/10/2017,9.87,0,20.13,0,0,0,0,0,30,1
20 ml,7807,19/10/2017,9.2598,0,20.7402,0,0,0,0,0,30,2
Exra Strength Acne Trial Kit,4757,27/10/2017,11.3351,0,18.6649,0,0,0,0,0,30,1
30 ml,7827,07/10/2017,6.178,0,23.822,0,0,0,0,0,30,2
Exra Strength Acne Trial Kit,4757,09/10/2017,12.2189,0,17.7811,0,0,0,0,0,30,1
Exra Strength Acne Trial Kit,4757,04/10/2017,12.2189,0,17.7811,0,0,0,0,0,30,1
177 ml,8700,18/10/2017,9.87,0,20.13,0,0,0,0,0,30,1
177 ml,8700,22/10/2017,9.87,0,20.13,0,0,0,0,0,30,1
30 ml,7827,14/10/2017,6.178,0,23.822,0,0,0,0,0,30,2
15ml,7977,12/10/2017,11.66,0,18.34,0,0,0,0,0,30,2
30 ml,7827,03/10/2017,6.178,0,23.822,0,0,0,0,0,30,2
148 ml,2320,20/10/2017,14.6428,0,15.3572,0,0,0,0,0,30,1
67 ml,6110,07/10/2017,11.6123,0,18.3877,0,0,0,0,0,30,1
67 ml,6110,25/10/2017,11.6123,0,18.3877,0,0,0,0,0,30,1
148 ml,2320,26/10/2017,14.6428,0,15.3572,0,0,0,0,0,30,1
148 ml,2320,04/10/2017,19.0831,0,10.9169,0,0,0,0,0,30,1
30 ml,7827,26/10/2017,6.178,0,23.822,0,0,0,0,0,30,2
148 ml,2320,05/10/2017,19.0831,0,10.9169,0,0,0,0,0,30,1
5 ml,7747,07/10/2017,4.5424,0,25.4576,0,0,0,0,0,30,2
20 ml,7807,03/10/2017,9.2598,0,20.7402,0,0,0,0,0,30,2
Exra Strength Acne Trial Kit,4757,20/10/2017,11.3351,0,18.6649,0,0,0,0,0,30,1
67 ml,6110,05/10/2017,11.6123,0,18.3877,0,0,0,0,0,30,1
Exra Strength Acne Trial Kit,4757,02/10/2017,12.2189,0,17.7811,0,0,0,0,0,30,1
Exra Strength Acne Trial Kit,4757,11/10/2017,12.2189,0,17.7811,0,0,0,0,0,30,1
30 ml,7827,25/10/2017,6.178,0,23.822,0,0,0,0,0,30,2
14 ml,6117,31/10/2017,10.3534,0,19.6466,0,0,0,0,0,30,2
Clear Regular Strength Trial Kit,4707,23/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,16/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
429 ml,5000,10/10/2017,10.3567,0,18.6433,0,0,0,0,0,29,1
118 ml,5560,05/10/2017,0,0,29,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,26/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,09/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
67 ml,6100,08/10/2017,11.0069,0,17.9931,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,02/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
67 ml,6100,16/10/2017,11.0069,0,17.9931,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,25/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
67 ml,6100,06/10/2017,11.0069,0,17.9931,0,0,0,0,0,29,1
354 ml,8760,02/10/2017,8.02,0,20.98,0,0,0,0,0,29,1
118 ml,5560,03/10/2017,0,0,29,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,14/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,18/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
67 ml,6100,01/10/2017,11.0069,0,17.9931,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,13/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,04/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
429 ml,5200,19/10/2017,29,0,0,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,22/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
Clear Regular Strength Trial Kit,4707,29/10/2017,9.8484,0,19.1516,0,0,0,0,0,29,1
67 ml,6100,25/10/2017,11.0069,0,17.9931,0,0,0,0,0,29,1
429 ml,5000,05/10/2017,10.3567,0,18.6433,0,0,0,0,0,29,1
Refreshing Moisture Mist,2150,23/10/2017,16.65,0,11.85,0,0,9.5,0,0,28.5,1
15 ml,6137,02/10/2017,0,0,28,0,0,0,0,0,28,2
15 ml,6137,20/10/2017,0,0,28,0,0,0,0,0,28,2
15 ml,6137,31/10/2017,0,0,28,0,0,0,0,0,28,2
Travel,7739,14/10/2017,3.86,0,24.14,0,0,0,0,0,28,2
177 ml,6002,10/10/2017,7.9941,0,19.0059,0,0,0,0,0,27,1
177 ml,6002,06/10/2017,7.9941,0,19.0059,0,0,0,0,0,27,1
177 ml,6002,02/10/2017,7.9941,0,19.0059,0,0,0,0,0,27,1
177 ml,6002,20/10/2017,7.9979,0,19.0021,0,0,0,0,0,27,1
177 ml,6002,22/10/2017,7.9979,0,19.0021,0,0,0,0,0,27,1
177 ml,6002,13/10/2017,7.9941,0,19.0059,0,0,0,0,0,27,1
177 ml,6002,28/10/2017,7.9979,0,19.0021,0,0,0,0,0,27,1
177 ml,6002,17/10/2017,7.9979,0,19.0021,0,0,0,0,0,27,1
5 ml,7857,09/10/2017,3.798,0,23.202,0,0,0,0,0,27,1
177 ml,6002,25/10/2017,7.9979,0,19.0021,0,0,0,0,0,27,1
5 ml,7857,31/10/2017,3.798,0,23.202,0,0,0,0,0,27,1
177 ml,6002,05/10/2017,7.9941,0,19.0059,0,0,0,0,0,27,1
5 ml,7857,11/10/2017,3.798,0,23.202,0,0,0,0,0,27,1
177 ml,6002,07/10/2017,7.9941,0,19.0059,0,0,0,0,0,27,1
5 ml,7857,22/10/2017,3.798,0,23.202,0,0,0,0,0,27,1
177 ml,6002,08/10/2017,7.9941,0,19.0059,0,0,0,0,0,27,1
177 ml,6002,12/10/2017,7.9941,0,19.0059,0,0,0,0,0,27,1
177 ml,6002,16/10/2017,7.9979,0,19.0021,0,0,0,0,0,27,1
5 ml,7857,15/10/2017,3.798,0,23.202,0,0,0,0,0,27,1
5 ml,7857,26/10/2017,3.798,0,23.202,0,0,0,0,0,27,1
5 ml,7857,04/10/2017,3.798,0,23.202,0,0,0,0,0,27,1
177 ml,6002,21/10/2017,7.9979,0,19.0021,0,0,0,0,0,27,1
30 ml,1907,19/10/2017,4.64,0,21.36,0,0,0,0,0,26,2
30 ml,2017,31/10/2017,4.64,0,21.36,0,0,0,0,0,26,2
30 ml,2017,25/10/2017,4.64,0,21.36,0,0,0,0,0,26,2
118 ml,6210,06/10/2017,17.88,0,7.92,0,0,0,0,0,25.8,1
118 ml,6210,23/10/2017,17.88,0,7.92,0,0,0,0,0,25.8,1
190 ml,1250,20/10/2017,12.95,0,12.55,0,0,8.5,0,0,25.5,1
177 ml,3100,02/10/2017,18.6769,0,6.3231,0,0,0,0,0,25,1
177 ml,3100,22/10/2017,13.3624,0,11.6376,0,0,0,0,0,25,1
177 ml,3100,03/10/2017,18.6769,0,6.3231,0,0,0,0,0,25,1
177 ml,3100,10/10/2017,18.6769,0,6.3231,0,0,0,0,0,25,1
177 ml,3100,06/10/2017,18.6769,0,6.3231,0,0,0,0,0,25,1
Big Little Kit,8715,09/10/2017,0,0,25,0,0,0,0,0,25,1
177 ml,3100,31/10/2017,13.3624,0,11.6376,0,0,0,0,0,25,1
177 ml,3100,24/10/2017,13.3624,0,11.6376,0,0,0,0,0,25,1
429 ml,5000,23/10/2017,10.3567,0,11.3933,0,0,7.25,0,0,21.75,1
429 ml,5000,20/10/2017,10.3567,0,11.3933,0,0,7.25,0,0,21.75,1
14 ml,5500,27/10/2017,9.2424,0,11.7576,0,0,0,0,0,21,1
14 ml,5500,31/10/2017,9.2424,0,11.7576,0,0,0,0,0,21,1
14 ml,5500,24/10/2017,9.2424,0,11.7576,0,0,0,0,0,21,1
14 ml,5500,20/10/2017,9.2424,0,11.7576,0,0,0,0,0,21,1
190 ml,1250,06/10/2017,12.95,0,7.45,0,0,0,0,0,20.4,1
177 ml,8710,28/10/2017,0,0,20,0,0,0,0,0,20,1
Sachet,7969,16/10/2017,3.9,0,16.1,0,0,0,0,0,20,10
177 ml,8710,19/10/2017,0,0,20,0,0,0,0,0,20,1
Lipscreen,2560,26/10/2017,12.34,0,7.66,0,0,0,0,0,20,2
237 ml,1050,31/10/2017,11.1,0,7.6,0,0,0,0,0,18.7,1
67 ml,6110,23/10/2017,11.6123,0,6.3877,0,0,0,0,0,18,1
30 ml,8727,30/10/2017,0,0,17,0,0,0,0,0,17,1
5 ml,8017,05/10/2017,3.8336,0,12.1664,0,0,0,0,0,16,1
10 ml,7667,19/10/2017,3.86,0,12.14,0,0,0,0,0,16,1
10 ml,7667,23/10/2017,3.86,0,12.14,0,0,0,0,0,16,1
10 ml,7667,24/10/2017,3.86,0,12.14,0,0,0,0,0,16,1
10 ml,7667,31/10/2017,3.86,0,12.14,0,0,0,0,0,16,1
5 ml,8017,16/10/2017,3.8416,0,12.1584,0,0,0,0,0,16,1
5 ml,8017,29/10/2017,3.8416,0,12.1584,0,0,0,0,0,16,1
5 ml,8017,15/10/2017,3.8416,0,12.1584,0,0,0,0,0,16,1
5 ml,8017,09/10/2017,3.8336,0,12.1664,0,0,0,0,0,16,1
Sachet,7969,07/10/2017,3.12,0,12.88,0,0,0,0,0,16,8
Sachet,7649,31/10/2017,2.34,0,12.66,0,0,0,0,0,15,6
30 ml,7837,07/10/2017,3.08,0,11.92,0,0,0,0,0,15,1
10 ml,7697,20/10/2017,3.0459,0,11.9541,0,0,0,0,0,15,1
10 ml,7697,12/10/2017,3.0459,0,11.9541,0,0,0,0,0,15,1
Sachet,9109,24/10/2017,3.9,0,11.1,0,0,0,0,0,15,10
30 ml,7837,12/10/2017,3.08,0,11.92,0,0,0,0,0,15,1
14 ml,6117,22/10/2017,5.1767,0,9.8233,0,0,0,0,0,15,1
30 ml,7837,16/10/2017,3.08,0,11.92,0,0,0,0,0,15,1
5 ml,7747,27/10/2017,2.2712,0,12.7288,0,0,0,0,0,15,1
20 ml,7807,07/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
20 ml,7807,27/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
20 ml,7807,29/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
30 ml,7827,13/10/2017,3.089,0,11.911,0,0,0,0,0,15,1
14 ml,6117,06/10/2017,6.0605,0,8.9395,0,0,0,0,0,15,1
15ml,7977,24/10/2017,5.83,0,9.17,0,0,0,0,0,15,1
20 ml,7807,13/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
30 ml,7837,04/10/2017,3.08,0,11.92,0,0,0,0,0,15,1
30 ml,7837,24/10/2017,3.08,0,11.92,0,0,0,0,0,15,1
10 ml,7617,05/10/2017,2.9449,0,12.0551,0,0,0,0,0,15,1
Sachet,8509,24/10/2017,3.9,0,11.1,0,0,0,0,0,15,10
20 ml,7807,21/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
20 ml,7807,30/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
5 ml,7747,03/10/2017,2.2712,0,12.7288,0,0,0,0,0,15,1
5 ml,7647,07/10/2017,2.7,0,12.3,0,0,0,0,0,15,1
20 ml,7807,20/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
30 ml,7607,13/10/2017,3.0571,0,11.9429,0,0,0,0,0,15,1
15ml,7977,16/10/2017,5.83,0,9.17,0,0,0,0,0,15,1
10 ml,7697,24/10/2017,3.0459,0,11.9541,0,0,0,0,0,15,1
30 ml,7827,22/10/2017,3.089,0,11.911,0,0,0,0,0,15,1
10 ml,7617,13/10/2017,2.9449,0,12.0551,0,0,0,0,0,15,1
10 ml,7617,09/10/2017,2.9449,0,12.0551,0,0,0,0,0,15,1
30 ml,7827,31/10/2017,3.089,0,11.911,0,0,0,0,0,15,1
Sachet,7649,24/10/2017,2.34,0,12.66,0,0,0,0,0,15,6
20 ml,7807,16/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
20 ml,7807,12/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
20 ml,7807,01/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
15ml,7977,09/10/2017,5.83,0,9.17,0,0,0,0,0,15,1
5 ml,7747,13/10/2017,2.2712,0,12.7288,0,0,0,0,0,15,1
10 ml,7617,24/10/2017,2.9449,0,12.0551,0,0,0,0,0,15,1
30 ml,7827,04/10/2017,3.089,0,11.911,0,0,0,0,0,15,1
30 ml,7827,15/10/2017,3.089,0,11.911,0,0,0,0,0,15,1
Sachet,8529,24/10/2017,3.9,0,11.1,0,0,0,0,0,15,10
20 ml,7807,15/10/2017,4.6299,0,10.3701,0,0,0,0,0,15,1
30 ml,7837,03/10/2017,3.08,0,11.92,0,0,0,0,0,15,1
Resist Smoothing Primer Serum SPF 30,91587,02/10/2017,5.39,0,9.61,0,0,0,0,0,15,1
5 ml,7747,31/10/2017,2.2712,0,12.7288,0,0,0,0,0,15,1
30 ml,7607,24/10/2017,3.0571,0,11.9429,0,0,0,0,0,15,1
Travel,7739,03/10/2017,1.93,0,12.07,0,0,0,0,0,14,1
14 ml,6107,31/10/2017,3.6684,0,10.3316,0,0,0,0,0,14,1
Travel,7739,07/10/2017,1.93,0,12.07,0,0,0,0,0,14,1
Travel,7739,08/10/2017,1.93,0,12.07,0,0,0,0,0,14,1
14 ml,6107,10/10/2017,3.6684,0,10.3316,0,0,0,0,0,14,1
Travel,7739,16/10/2017,1.93,0,12.07,0,0,0,0,0,14,1
5 ml,7847,24/10/2017,2.93,0,11.07,0,0,0,0,0,14,1
14 ml,6107,03/10/2017,3.6684,0,10.3316,0,0,0,0,0,14,1
15 ml,6137,19/10/2017,0,0,14,0,0,0,0,0,14,1
Travel,7739,15/10/2017,1.93,0,12.07,0,0,0,0,0,14,1
Travel,7739,31/10/2017,1.93,0,12.07,0,0,0,0,0,14,1
15 ml,6137,26/10/2017,0,0,14,0,0,0,0,0,14,1
14 ml,6107,28/10/2017,3.6684,0,10.3316,0,0,0,0,0,14,1
14 ml,6107,25/10/2017,3.6684,0,10.3316,0,0,0,0,0,14,1
15 ml,6137,16/10/2017,0,0,14,0,0,0,0,0,14,1
14 ml,6107,20/10/2017,3.6684,0,10.3316,0,0,0,0,0,14,1
Travel,7739,29/10/2017,1.93,0,12.07,0,0,0,0,0,14,1
30 ml,6207,10/10/2017,3.09,0,9.91,0,0,0,0,0,13,1
30 ml,6207,25/10/2017,3.09,0,9.91,0,0,0,0,0,13,1
30 ml,6207,01/10/2017,3.09,0,9.91,0,0,0,0,0,13,1
30 ml,2017,15/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,1907,16/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,1907,22/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,6217,18/10/2017,3.0684,0,9.9316,0,0,0,0,0,13,1
30 ml,6217,16/10/2017,3.0684,0,9.9316,0,0,0,0,0,13,1
30 ml,2017,27/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,6207,15/10/2017,3.09,0,9.91,0,0,0,0,0,13,1
30 ml,2017,28/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,6217,04/10/2017,3.0684,0,9.9316,0,0,0,0,0,13,1
30 ml,2017,23/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,2017,08/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,6207,06/10/2017,3.09,0,9.91,0,0,0,0,0,13,1
30 ml,1907,30/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,1907,08/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,2017,20/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,2017,21/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,1907,15/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,2017,16/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,6217,06/10/2017,3.0684,0,9.9316,0,0,0,0,0,13,1
30 ml,6207,27/10/2017,3.09,0,9.91,0,0,0,0,0,13,1
30 ml,2017,02/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,2017,13/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,1907,20/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,1907,23/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
30 ml,2017,18/10/2017,2.32,0,10.68,0,0,0,0,0,13,1
Sachet,8509,25/10/2017,2.73,0,7.77,0,0,0,0,0,10.5,7
14 ml,6107,06/10/2017,3.6684,0,6.8316,0,0,3.5,0,0,10.5,1
Lipscreen,2560,17/10/2017,6.17,0,3.83,0,0,0,0,0,10,1
Lipscreen,2560,22/10/2017,6.17,0,3.83,0,0,0,0,0,10,1
PC4Men Lip Balm SPF 50,8750,07/10/2017,6.17,0,3.83,0,0,0,0,0,10,1
PC4Men Lip Balm SPF 50,8750,05/10/2017,6.17,0,3.83,0,0,0,0,0,10,1
Sachet,7729,16/10/2017,1.56,0,8.44,0,0,0,0,0,10,4
PC4Men Lip Balm SPF 50,8750,02/10/2017,6.17,0,3.83,0,0,0,0,0,10,1
Sachet,7719,16/10/2017,1.56,0,8.44,0,0,0,0,0,10,4
Sachet,5709,09/10/2017,1.56,0,8.44,0,0,0,0,0,10,4
Lipscreen,2560,31/10/2017,6.17,0,3.83,0,0,0,0,0,10,1
Sachet,7969,18/10/2017,1.95,0,8.05,0,0,0,0,0,10,5
Sachet,1059,25/10/2017,2.34,0,6.66,0,0,0,0,0,9,6
Sachet,9109,31/10/2017,2.34,0,6.66,0,0,0,0,0,9,6
Sachet,3259,31/10/2017,2.34,0,6.66,0,0,0,0,0,9,6
30 ml,6006,12/10/2017,3.09,0,4.91,0,0,0,0,0,8,1
5 ml,8017,06/10/2017,3.8416,0,4.1584,0,0,0,0,0,8,1
30 ml,6006,20/10/2017,3.09,0,4.91,0,0,0,0,0,8,1
Sachet,7659,16/10/2017,1.56,0,6.44,0,0,0,0,0,8,4
Sachet,1359,25/10/2017,1.95,0,5.55,0,0,0,0,0,7.5,5
Sachet,5709,15/10/2017,1.17,0,6.33,0,0,0,0,0,7.5,3
Sachet,1159,12/10/2017,1.95,0,5.55,0,0,0,0,0,7.5,5
Sachet,9139,25/10/2017,1.95,0,5.55,0,0,0,0,0,7.5,5
Sachet,3359,20/10/2017,1.56,0,4.44,0,0,0,0,0,6,4
Sachet Bundle,2807,27/10/2017,1.95,0,3.05,0,0,0,0,0,5,1
Sachet,7749,01/10/2017,0.78,0,4.22,0,0,0,0,0,5,2
Sachet Bundle,2807,25/10/2017,1.95,0,3.05,0,0,0,0,0,5,1
Sachet Bundle,2757,20/10/2017,1.95,0,3.05,0,0,0,0,0,5,1
Sachet Bundle,2807,02/10/2017,1.95,0,3.05,0,0,0,0,0,5,1
Sachet,8509,01/10/2017,1.17,0,3.33,0,0,0,0,0,4.5,3
Sachet,2049,31/10/2017,1.17,0,3.33,0,0,0,0,0,4.5,3
Sachet,9189,01/10/2017,1.17,0,3.33,0,0,0,0,0,4.5,3
Sachet,8519,01/10/2017,1.17,0,3.33,0,0,0,0,0,4.5,3
Sachet,1569,30/10/2017,1.17,0,3.33,0,0,0,0,0,4.5,3
Sachet,9109,02/10/2017,1.17,0,3.33,0,0,0,0,0,4.5,3
Sachet,7969,14/10/2017,0.78,0,3.22,0,0,0,0,0,4,2
Sachet,7839,12/10/2017,0.78,0,3.22,0,0,0,0,0,4,2
Sachet,7609,06/10/2017,0.78,0,3.22,0,0,0,0,0,4,2
Sachet,7809,05/10/2017,0.78,0,3.22,0,0,0,0,0,4,2
Sachet,7619,12/10/2017,0.78,0,3.22,0,0,0,0,0,4,2
Sachet,7839,09/10/2017,0.78,0,3.22,0,0,0,0,0,4,2
Sachet,7769,26/10/2017,0.78,0,3.22,0,0,0,0,0,4,2
Sachet,7769,05/10/2017,0.78,0,3.22,0,0,0,0,0,4,2
Sachet,3509,14/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,1359,06/10/2017,0.7774,0,2.2226,0,0,0,0,0,3,2
Sachet,2809,31/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,9109,12/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,3709,14/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,1569,05/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,8509,06/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,9139,16/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,9109,04/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,1259,22/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,2759,12/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,9169,14/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,9159,14/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,2049,28/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,9139,12/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,3409,06/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,1359,22/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,8529,12/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2069,12/10/2017,0.84,0,2.16,0,0,0,0,0,3,2
Sachet,1259,27/10/2017,0.78,0,2.22,0,0,0,0,0,3,2
Sachet,5909,06/10/2017,0.39,0,2.11,0,0,0,0,0,2.5,1
Sachet,7749,22/10/2017,0.39,0,2.11,0,0,0,0,0,2.5,1
Sachet,5709,10/10/2017,0.39,0,2.11,0,0,0,0,0,2.5,1
Sachet,5709,02/10/2017,0.39,0,2.11,0,0,0,0,0,2.5,1
Sachet,7829,07/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7789,09/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7699,03/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7769,12/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7809,16/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7829,16/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7609,30/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7769,11/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7679,29/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7809,03/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7669,28/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7659,18/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7609,31/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7819,22/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7809,11/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,7789,22/10/2017,0.39,0,1.61,0,0,0,0,0,2,1
Sachet,3609,09/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,3609,22/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,3609,07/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,3109,09/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,8509,11/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,5569,22/10/2017,0,0,1.5,0,0,0,0,0,1.5,1
Sachet,3709,20/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,1909,12/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,3509,23/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,8529,22/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,1059,30/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,1909,31/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,1359,16/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,1469,12/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,2049,07/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,9109,28/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
Sachet,8529,06/10/2017,0.39,0,1.11,0,0,0,0,0,1.5,1
100 ml,1900,16/10/2017,17.88,0,-17.88,0,0,43,0,0,0,1
60 ml,3400,16/10/2017,17.88,0,-17.88,0,0,42,0,0,0,1
30 ml,6217,15/10/2017,18.4104,0,-18.4104,0,0,78,0,0,0,6
60 ml,9170,16/10/2017,17.7163,0,-17.7163,0,0,48,0,0,0,1
10 ml,7667,08/10/2017,3.86,0,-3.86,0,0,16,0,0,0,1
30 ml,7827,08/10/2017,3.089,0,-3.089,0,0,15,0,0,0,1
5 ml,7647,15/10/2017,13.5,0,-13.5,0,0,75,0,0,0,5
60 ml,8520,16/10/2017,0,0,0,0,0,42,0,0,0,1
