Variant Name,Variant SKU,Issued At,Realized COGS,Potential COGS,Realized Profit,Potential Profit,Realized Tax,Realized Discount,Potential Tax,Potential Discount,Total Sales,Quantity
Resist Skin Resurfacing AHA Set,4850,24/11/2017,42.5291,0,45.4709,0,0,0,0,0,88,1
Clear Regular Strength Acne Kit,4700,22/11/2017,35.6696,0,52.3304,0,0,0,0,0,88,1
429 ml,5000,11/11/2017,31.362,0,55.638,0,0,0,0,0,87,3
67 ml,6100,05/11/2017,33.0207,0,53.9793,0,0,0,0,0,87,3
429 ml,5200,11/11/2017,87,0,0,0,0,0,0,0,87,3
Clear Regular Strength Trial Kit,4707,08/11/2017,29.5452,0,57.4548,0,0,0,0,0,87,3
118 ml,2800,07/11/2017,44.4,0,42.55,0,0,9.25,0,0,86.95,3
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,06/11/2017,39.96,0,46.04,0,0,0,0,0,86,2
Resist for Wrinkles + Breakouts Exfoliant & Moisturizer Set,4970,03/11/2017,40.6163,0,45.3837,0,0,0,0,0,86,1
118 ml,6210,02/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
Resist for Wrinkles + Breakouts Exfoliant & Moisturizer Set,4970,21/11/2017,40.6163,0,45.3837,0,0,0,0,0,86,1
118 ml,2010,30/11/2017,35.2918,0,50.7082,0,0,0,0,0,86,2
100 ml,1900,26/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,6210,09/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,2010,05/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,2010,22/11/2017,35.515,0,50.485,0,0,0,0,0,86,2
118 ml,6210,08/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
100 ml,2040,26/11/2017,35.5184,0,50.4816,0,0,0,0,0,86,2
Resist for Wrinkles + Breakouts Exfoliant & Moisturizer Set,4970,13/11/2017,40.6163,0,45.3837,0,0,0,0,0,86,1
118 ml,6210,11/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,6210,06/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,6210,22/11/2017,34.1776,0,51.8224,0,0,0,0,0,86,2
100 ml,2040,24/11/2017,35.5184,0,50.4816,0,0,0,0,0,86,2
118 ml,2010,02/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
100 ml,2040,04/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
Resist Smoothing Primer Serum SPF 30,91580,24/11/2017,36.7916,0,49.2084,0,0,0,0,0,86,2
100 ml,2040,02/11/2017,35.76,0,50.24,0,0,0,0,0,86,2
118 ml,2010,26/11/2017,35.2918,0,50.7082,0,0,0,0,0,86,2
60 ml,3400,14/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,1460,11/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3400,25/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3400,16/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,1710,26/11/2017,38.64,0,45.36,0,0,0,0,0,84,2
60 ml,1460,09/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3500,25/11/2017,35.74,0,48.26,0,0,0,0,0,84,2
60 ml,3500,30/11/2017,35.74,0,48.26,0,0,0,0,0,84,2
60 ml,3400,12/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,1860,28/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3400,22/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
5 ml,7857,03/11/2017,46.218,0,37.782,0,0,0,0,0,84,12
60 ml,3400,24/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
60 ml,3400,30/11/2017,35.76,0,48.24,0,0,0,0,0,84,2
30 ml,7720,03/11/2017,61.1052,0,22.8948,0,0,0,0,0,84,3
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,26/11/2017,30.82,0,51.18,0,0,0,0,0,82,2
118 ml,6200,13/11/2017,33.3,0,48.7,0,0,0,0,0,82,2
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,06/11/2017,30.82,0,51.18,0,0,0,0,0,82,2
118 ml,6200,23/11/2017,33.3,0,48.7,0,0,0,0,0,82,2
118 ml,6200,04/11/2017,33.3,0,48.7,0,0,0,0,0,82,2
118 ml,6200,08/11/2017,33.3,0,48.7,0,0,0,0,0,82,2
50 ml,7660,07/11/2017,40.6674,0,40.9326,0,0,0,0,0,81.6,2
118 ml,7670,30/11/2017,44.4,0,36.8,0,0,0,0,0,81.2,3
5 ml,7857,11/11/2017,11.5545,0,69.4455,0,0,0,0,0,81,3
177 ml,6002,10/11/2017,23.9937,0,57.0063,0,0,0,0,0,81,3
177 ml,6002,28/11/2017,24.0381,0,56.9619,0,0,0,0,0,81,3
30 ml,3350,03/11/2017,62.88,0,18.12,0,0,0,0,0,81,3
88 ml,7820,07/11/2017,60.8289,0,20.1711,0,0,0,0,0,81,3
Perfect Cleansing Oil,3140,03/11/2017,49.95,0,29.25,0,0,0,0,0,79.2,3
50 ml,7610,03/11/2017,61.02,0,18.18,0,0,0,0,0,79.2,3
60 ml,7690,03/11/2017,61.02,0,18.18,0,0,0,0,0,79.2,3
60 ml,9140,03/11/2017,53.2983,0,25.9017,0,0,0,0,0,79.2,3
Body Renewal Special,BFCM1,26/11/2017,36.84,0,41.16,0,0,0,0,0,78,1
60 ml,9170,03/11/2017,53.1489,0,23.6511,0,0,0,0,0,76.8,3
60 ml,9130,03/11/2017,53.64,0,23.16,0,0,0,0,0,76.8,3
177 ml,8700,03/11/2017,39.48,0,37.02,0,0,0,0,0,76.5,4
118 ml,7780,25/11/2017,29.6,0,46.4,0,0,0,0,0,76,2
15 ml,7870,13/11/2017,31.5569,0,44.4431,0,0,0,0,0,76,1
118 ml,7780,18/11/2017,29.6,0,46.4,0,0,0,0,0,76,2
Resist Skin Firming Line Minimizer,7910,28/11/2017,62.5316,0,13.4684,0,0,0,0,0,76,1
15 ml,7870,12/11/2017,31.5569,0,44.4431,0,0,0,0,0,76,1
15 ml,7870,15/11/2017,31.5569,0,44.4431,0,0,0,0,0,76,1
118 ml,7670,23/11/2017,29.6,0,46.4,0,0,0,0,0,76,2
15 ml,7870,07/11/2017,31.0347,0,44.9653,0,0,0,0,0,76,1
Resist Skin Firming Line Minimizer,7910,11/11/2017,62.5316,0,13.4684,0,0,0,0,0,76,1
15 ml,7870,19/11/2017,31.5569,0,44.4431,0,0,0,0,0,76,1
15 ml,7870,17/11/2017,31.5569,0,44.4431,0,0,0,0,0,76,1
15 ml,7870,29/11/2017,31.5569,0,44.4431,0,0,0,0,0,76,1
15 ml,7870,06/11/2017,31.4845,0,44.5155,0,0,0,0,0,76,1
15 ml,7870,10/11/2017,31.0347,0,44.9653,0,0,0,0,0,76,1
15 ml,7870,23/11/2017,31.5569,0,44.4431,0,0,0,0,0,76,1
Resist Skin Firming Line Minimizer,7910,19/11/2017,62.5316,0,13.4684,0,0,0,0,0,76,1
15 ml,7870,14/11/2017,31.5569,0,44.4431,0,0,0,0,0,76,1
118 ml,7780,27/11/2017,29.6,0,46.4,0,0,0,0,0,76,2
60 ml,7650,03/11/2017,66.57,0,9.33,0,0,0,0,0,75.9,3
20 ml,7860,04/11/2017,28.1583,0,45.8417,0,0,0,0,0,74,1
20 ml,7860,17/11/2017,28.2141,0,45.7859,0,0,0,0,0,74,1
20 ml,7860,05/11/2017,28.1583,0,45.8417,0,0,0,0,0,74,1
20 ml,7860,29/11/2017,28.2141,0,45.7859,0,0,0,0,0,74,1
20 ml,7860,20/11/2017,28.2141,0,45.7859,0,0,0,0,0,74,1
20 ml,7860,02/11/2017,28.1583,0,45.8417,0,0,0,0,0,74,1
20 ml,7860,14/11/2017,28.2141,0,45.7859,0,0,0,0,0,74,1
20 ml,7860,24/11/2017,28.2141,0,45.7859,0,0,0,0,0,74,1
20 ml,7860,21/11/2017,28.2141,0,45.7859,0,0,0,0,0,74,1
190 ml,7830,02/11/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7600,25/11/2017,25.7744,0,46.2256,0,0,0,0,0,72,2
190 ml,7830,06/11/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7830,26/11/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7830,09/11/2017,23.44,0,48.56,0,0,0,0,0,72,2
30 ml,3600,04/11/2017,38.8456,0,33.1544,0,0,0,0,0,72,2
190 ml,7600,13/11/2017,25.7744,0,46.2256,0,0,0,0,0,72,2
190 ml,7830,04/11/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7830,24/11/2017,23.44,0,48.56,0,0,0,0,0,72,2
190 ml,7830,27/11/2017,23.44,0,48.56,0,0,0,0,0,72,2
60 ml,8730,13/11/2017,35.76,0,36.24,0,0,0,0,0,72,2
Skin Perfecting 8% AHA (Glycolic Acid) Lotion,2060,03/11/2017,59.94,0,11.01,0,0,0,0,0,70.95,3
60 ml,1860,03/11/2017,53.64,0,15.66,0,0,0,0,0,69.3,3
60 ml,3400,03/11/2017,53.64,0,15.66,0,0,0,0,0,69.3,3
60 ml,3500,03/11/2017,53.61,0,15.69,0,0,0,0,0,69.3,3
30 ml,7827,03/11/2017,30.89,0,38.11,0,0,0,0,0,69,10
190 ml,1350,06/11/2017,25.9,0,42.1,0,0,0,0,0,68,2
30 ml,7960,21/11/2017,26.5447,0,41.4553,0,0,0,0,0,68,1
200 ml,8500,10/11/2017,22.2,0,45.8,0,0,0,0,0,68,2
237 ml,1100,21/11/2017,21.518,0,46.482,0,0,0,0,0,68,2
237 ml,1150,23/11/2017,22.2,0,45.8,0,0,0,0,0,68,2
20 ml,7770,20/11/2017,29.911,0,38.089,0,0,0,0,0,68,1
190 ml,1250,04/11/2017,25.9,0,42.1,0,0,0,0,0,68,2
200 ml,8500,26/11/2017,21.1428,0,46.8572,0,0,0,0,0,68,2
20 ml,7770,25/11/2017,29.911,0,38.089,0,0,0,0,0,68,1
20 ml,7770,24/11/2017,29.911,0,38.089,0,0,0,0,0,68,1
30 ml,7960,04/11/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
190 ml,1350,17/11/2017,25.9,0,42.1,0,0,0,0,0,68,2
20 ml,7770,17/11/2017,29.911,0,38.089,0,0,0,0,0,68,1
190 ml,1350,16/11/2017,25.9,0,42.1,0,0,0,0,0,68,2
30 ml,7960,27/11/2017,26.3253,0,41.6747,0,0,0,0,0,68,1
20 ml,7770,29/11/2017,30.1212,0,37.8788,0,0,0,0,0,68,1
190 ml,1210,22/11/2017,26.8818,0,41.1182,0,0,0,0,0,68,2
30 ml,7960,06/11/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
190 ml,1350,04/11/2017,25.9,0,42.1,0,0,0,0,0,68,2
30 ml,7960,05/11/2017,27.3174,0,40.6826,0,0,0,0,0,68,1
200 ml,8500,01/11/2017,22.2,0,45.8,0,0,0,0,0,68,2
237 ml,1000,11/11/2017,22.18,0,45.82,0,0,0,0,0,68,2
118 ml,9160,21/11/2017,23.9814,0,44.0186,0,0,0,0,0,68,2
20 ml,7770,01/11/2017,30.1488,0,37.8512,0,0,0,0,0,68,1
237 ml,1100,30/11/2017,21.518,0,46.482,0,0,0,0,0,68,2
30 ml,7960,29/11/2017,26.3253,0,41.6747,0,0,0,0,0,68,1
190 ml,1350,22/11/2017,25.9,0,42.1,0,0,0,0,0,68,2
20 ml,7770,06/11/2017,30.1488,0,37.8512,0,0,0,0,0,68,1
20 ml,7770,30/11/2017,30.1212,0,37.8788,0,0,0,0,0,68,1
237 ml,1150,09/11/2017,22.2,0,45.8,0,0,0,0,0,68,2
30 ml,7960,23/11/2017,26.5447,0,41.4553,0,0,0,0,0,68,1
60 ml,1460,28/11/2017,35.3074,0,31.8926,0,0,0,0,0,67.2,2
30 ml,1907,03/11/2017,27.84,0,38.16,0,0,0,0,0,66,12
Gorgeous On The Go Makeup Collection,92063,27/11/2017,26.0322,0,38.9678,0,0,0,0,0,65,1
60 ml,9140,07/11/2017,35.5322,0,29.2678,0,0,12,0,0,64.8,2
118 ml,7780,30/11/2017,44.4,0,20.4,0,0,0,0,0,64.8,3
100 ml,9100,03/11/2017,46.2039,0,16.7961,0,0,0,0,0,63,3
20 ml,7807,03/11/2017,41.6691,0,21.3309,0,0,0,0,0,63,9
8.4 ml,7730,09/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,28/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
20 ml,7980,09/11/2017,25.848,0,35.152,0,0,0,0,0,61,1
8.4 ml,7730,22/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,25/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
20 ml,7980,05/11/2017,25.848,0,35.152,0,0,0,0,0,61,1
20 ml,7980,24/11/2017,25.6814,0,35.3186,0,0,0,0,0,61,1
20 ml,7980,18/11/2017,25.6814,0,35.3186,0,0,0,0,0,61,1
8.4 ml,7730,14/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
20 ml,7980,13/11/2017,25.6814,0,35.3186,0,0,0,0,0,61,1
8.4 ml,7730,18/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,16/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,05/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,30/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,15/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
8.4 ml,7730,24/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
20 ml,7980,20/11/2017,25.6814,0,35.3186,0,0,0,0,0,61,1
20 ml,7980,30/11/2017,25.7864,0,35.2136,0,0,0,0,0,61,1
20 ml,7980,08/11/2017,25.848,0,35.152,0,0,0,0,0,61,1
8.4 ml,7730,23/11/2017,26.51,0,34.49,0,0,0,0,0,61,1
20 ml,7980,19/11/2017,25.6814,0,35.3186,0,0,0,0,0,61,1
Clear Acne Body Spray 2% BHA (Salicylic Acid),6240,03/11/2017,46.23,0,14.37,0,0,0,0,0,60.6,3
30 ml,7710,26/11/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
177 ml,8700,13/11/2017,19.74,0,40.26,0,0,0,0,0,60,2
30 ml,7710,24/11/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
148 ml,2320,13/11/2017,24.412,0,35.588,0,0,0,0,0,60,2
148 ml,2320,11/11/2017,24.412,0,35.588,0,0,0,0,0,60,2
Exra Strength Acne Trial Kit,4757,08/11/2017,22.6702,0,37.3298,0,0,0,0,0,60,2
Exra Strength Acne Trial Kit,4757,26/11/2017,22.7056,0,37.2944,0,0,0,0,0,60,2
177 ml,8700,20/11/2017,19.74,0,40.26,0,0,0,0,0,60,2
67 ml,6110,01/11/2017,23.2246,0,36.7754,0,0,0,0,0,60,2
148 ml,2320,08/11/2017,29.2856,0,30.7144,0,0,0,0,0,60,2
148 ml,2320,26/11/2017,24.412,0,35.588,0,0,0,0,0,60,2
8.4 ml,7730,07/11/2017,53.02,0,6.98,0,0,0,0,0,60,2
30 ml,7710,27/11/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
67 ml,6110,25/11/2017,20.1656,0,39.8344,0,0,0,0,0,60,2
67 ml,6110,20/11/2017,20.1656,0,39.8344,0,0,0,0,0,60,2
67 ml,6110,23/11/2017,20.1656,0,39.8344,0,0,0,0,0,60,2
30 ml,7827,17/11/2017,12.356,0,47.644,0,0,0,0,0,60,4
15ml,7977,11/11/2017,23.32,0,36.68,0,0,0,0,0,60,4
67 ml,6110,21/11/2017,20.1656,0,39.8344,0,0,0,0,0,60,2
30 ml,7710,21/11/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
30 ml,7710,18/11/2017,25.8825,0,34.1175,0,0,0,0,0,60,1
Resist Omega+ Complex,2130,08/11/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,28/11/2017,23.98,0,35.02,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,19/11/2017,23.98,0,35.02,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,18/11/2017,23.98,0,35.02,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,20/11/2017,23.98,0,35.02,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,26/11/2017,23.98,0,35.02,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,04/11/2017,23.9557,0,35.0443,0,0,0,0,0,59,1
Resist Omega+ Complex,2130,16/11/2017,23.98,0,35.02,0,0,0,0,0,59,1
198 ml,9110,03/11/2017,33.3,0,25.35,0,0,0,0,0,58.65,3
Travel,7739,03/11/2017,17.37,0,41.13,0,0,0,0,0,58.5,9
50ml,2760,04/11/2017,22.19,0,35.81,0,0,0,0,0,58,1
354 ml,8760,19/11/2017,16.04,0,41.96,0,0,0,0,0,58,2
429 ml,5200,24/11/2017,58,0,0,0,0,0,0,0,58,2
67 ml,6100,10/11/2017,22.0138,0,35.9862,0,0,0,0,0,58,2
Clear Regular Strength Trial Kit,4707,30/11/2017,19.744,0,38.256,0,0,0,0,0,58,2
Clear Regular Strength Trial Kit,4707,06/11/2017,19.6968,0,38.3032,0,0,0,0,0,58,2
20 ml,7840,03/11/2017,40.2534,0,17.7466,0,0,0,0,0,58,2
Resist Trial Kit for Wrinkles & Breakouts,4127,25/11/2017,13.8448,0,44.1552,0,0,0,0,0,58,1
Refreshing Moisture Mist,2150,07/11/2017,33.3,0,23.7,0,0,19,0,0,57,2
30 ml,3600,03/11/2017,48.7695,0,7.6305,0,0,0,0,0,56.4,3
118 ml,9160,03/11/2017,35.9721,0,20.1279,0,0,0,0,0,56.1,3
118 ml,9120,03/11/2017,29.1375,0,26.9625,0,0,0,0,0,56.1,3
20 ml,7840,05/11/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
20 ml,7840,15/11/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
20 ml,7840,26/11/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
14 ml,6107,02/11/2017,14.6736,0,41.3264,0,0,0,0,0,56,4
20 ml,7840,11/11/2017,20.1267,0,35.8733,0,0,0,0,0,56,1
118 ml,5800,07/11/2017,34.52,0,20.68,0,0,0,0,0,55.2,2
30 ml,7640,09/11/2017,23.43,0,31.57,0,0,0,0,0,55,1
30 ml,7740,12/11/2017,23.4066,0,31.5934,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,28/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
44 ml,7790,09/11/2017,22.1838,0,32.8162,0,0,0,0,0,55,1
30 ml,7740,23/11/2017,23.4066,0,31.5934,0,0,0,0,0,55,1
30 ml,7640,08/11/2017,23.43,0,31.57,0,0,0,0,0,55,1
60 ml,7650,01/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,12/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,20/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,15/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7640,01/11/2017,23.43,0,31.57,0,0,0,0,0,55,1
30 ml,7640,21/11/2017,23.43,0,31.57,0,0,0,0,0,55,1
30 ml,7640,04/11/2017,23.43,0,31.57,0,0,0,0,0,55,1
30 ml,7640,16/11/2017,23.43,0,31.57,0,0,0,0,0,55,1
30 ml,7640,02/11/2017,23.43,0,31.57,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,17/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,09/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,17/11/2017,23.4066,0,31.5934,0,0,0,0,0,55,1
30 ml,7740,24/11/2017,23.4066,0,31.5934,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,15/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,11/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,01/11/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
Resist Advanced Pore-Refining Treatment 4% BHA (Salicylic Acid),7791,04/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
60 ml,7650,06/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
30 ml,7740,19/11/2017,23.4066,0,31.5934,0,0,0,0,0,55,1
44 ml,7790,20/11/2017,22.1838,0,32.8162,0,0,0,0,0,55,1
30 ml,7740,04/11/2017,23.3611,0,31.6389,0,0,0,0,0,55,1
60 ml,7650,24/11/2017,22.19,0,32.81,0,0,0,0,0,55,1
5 ml,7747,03/11/2017,15.8984,0,38.1016,0,0,0,0,0,54,7
177 ml,6002,16/11/2017,16.0254,0,37.9746,0,0,0,0,0,54,2
177 ml,6002,22/11/2017,16.0254,0,37.9746,0,0,0,0,0,54,2
5 ml,7857,27/11/2017,7.703,0,46.297,0,0,0,0,0,54,2
190 ml,7600,16/11/2017,25.7744,0,28.2256,0,0,18,0,0,54,2
177 ml,6002,06/11/2017,15.9958,0,38.0042,0,0,0,0,0,54,2
177 ml,6002,18/11/2017,16.0254,0,37.9746,0,0,0,0,0,54,2
177 ml,6002,04/11/2017,15.9958,0,38.0042,0,0,0,0,0,54,2
30 ml,7720,04/11/2017,20.3684,0,32.6316,0,0,0,0,0,53,1
30 ml,7720,12/11/2017,20.3684,0,32.6316,0,0,0,0,0,53,1
30 ml,7720,10/11/2017,20.3684,0,32.6316,0,0,0,0,0,53,1
60 ml,7800,07/11/2017,40.68,0,12.12,0,0,0,0,0,52.8,2
60 ml,7800,30/11/2017,40.68,0,12.12,0,0,0,0,0,52.8,2
60 ml,9130,30/11/2017,35.76,0,17.04,0,0,0,0,0,52.8,2
60 ml,9170,30/11/2017,35.4326,0,17.3674,0,0,0,0,0,52.8,2
67 ml,6110,22/11/2017,20.1656,0,32.3344,0,0,7.5,0,0,52.5,2
30 ml,2017,12/11/2017,9.28,0,42.72,0,0,0,0,0,52,4
30 ml,3700,17/11/2017,20.8124,0,30.1876,0,0,0,0,0,51,1
30 ml,3700,26/11/2017,20.8124,0,30.1876,0,0,0,0,0,51,1
50 ml,7660,13/11/2017,20.3391,0,30.6609,0,0,0,0,0,51,1
50 ml,7660,18/11/2017,20.3391,0,30.6609,0,0,0,0,0,51,1
50 ml,7660,21/11/2017,20.3391,0,30.6609,0,0,0,0,0,51,1
30 ml,3700,04/11/2017,20.8124,0,30.1876,0,0,0,0,0,51,1
50 ml,7660,02/11/2017,20.3337,0,30.6663,0,0,0,0,0,51,1
50 ml,7660,08/11/2017,20.3337,0,30.6663,0,0,0,0,0,51,1
50 ml,7660,04/11/2017,20.3337,0,30.6663,0,0,0,0,0,51,1
50 ml,7660,09/11/2017,20.3337,0,30.6663,0,0,0,0,0,51,1
237 ml,1100,03/11/2017,32.277,0,18.423,0,0,0,0,0,50.7,3
473 ml,1151,21/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1001,27/11/2017,16.02,0,33.98,0,0,0,0,0,50,1
177 ml,3100,27/11/2017,23.7794,0,26.2206,0,0,0,0,0,50,2
473 ml,1101,06/11/2017,16.02,0,33.98,0,0,0,0,0,50,1
473 ml,1151,01/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1151,28/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1001,26/11/2017,16.02,0,33.98,0,0,0,0,0,50,1
473 ml,1001,18/11/2017,16.02,0,33.98,0,0,0,0,0,50,1
473 ml,1151,13/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
177 ml,3100,24/11/2017,23.7794,0,26.2206,0,0,0,0,0,50,2
473 ml,1051,08/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1151,07/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
177 ml,3100,20/11/2017,23.7794,0,26.2206,0,0,0,0,0,50,2
473 ml,1051,19/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1151,11/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1151,12/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1151,06/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1151,10/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1001,29/11/2017,16.02,0,33.98,0,0,0,0,0,50,1
473 ml,1151,16/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
473 ml,1051,01/11/2017,16.03,0,33.97,0,0,0,0,0,50,1
177 ml,8700,30/11/2017,29.2809,0,20.2191,0,0,0,0,0,49.5,3
148 ml,2320,03/11/2017,36.618,0,12.882,0,0,0,0,0,49.5,3
Big Little Kit,8725,13/11/2017,20.34,0,28.66,0,0,0,0,0,49,1
Big Little Kit,8725,08/11/2017,20.34,0,28.66,0,0,0,0,0,49,1
Big Little Kit,8725,26/11/2017,20.34,0,28.66,0,0,0,0,0,49,1
60 ml,7690,10/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
50 ml,7810,20/11/2017,20.2236,0,27.7764,0,0,0,0,0,48,1
60 ml,7800,12/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
30 ml,3250,08/11/2017,20.96,0,27.04,0,0,0,0,0,48,1
60 ml,9140,17/11/2017,17.7661,0,30.2339,0,0,0,0,0,48,1
30 ml,3350,07/11/2017,20.96,0,27.04,0,0,0,0,0,48,1
50 ml,7610,04/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,6130,02/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,6130,03/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,9140,11/11/2017,17.7661,0,30.2339,0,0,0,0,0,48,1
60 ml,6130,09/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,9180,17/11/2017,17.88,0,30.12,0,0,0,0,0,48,1
50 ml,7610,01/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,9180,24/11/2017,0,17.88,0,30.12,0,0,0,0,48,1
Resist Anti-Aging Eye Cream,7900,14/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7760,01/11/2017,20.3181,0,27.6819,0,0,0,0,0,48,1
50 ml,7610,02/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7970,02/11/2017,21.98,0,26.02,0,0,0,0,0,48,1
60 ml,7760,27/11/2017,20.3265,0,27.6735,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,02/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
60 ml,7690,04/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,9180,21/11/2017,17.88,0,30.12,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,12/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
Resist Anti-Aging Eye Cream,7900,04/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7800,14/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
30 ml,3350,16/11/2017,20.96,0,27.04,0,0,0,0,0,48,1
60 ml,7760,29/11/2017,20.3265,0,27.6735,0,0,0,0,0,48,1
60 ml,7690,21/11/2017,20.34,0,27.66,0,0,0,0,0,48,1
60 ml,7760,17/11/2017,20.3265,0,27.6735,0,0,0,0,0,48,1
Perfect Cleansing Oil,3140,16/11/2017,16.65,0,31.35,0,0,0,0,0,48,1
88 ml,7820,04/11/2017,20.2763,0,27.7237,0,0,0,0,0,48,1
